trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.1, 'e': 0.933766344867846}",20,0,-102.56290543168323,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
367,False,"{'a': 0.1, 'e': 0.933407994804752}",25,0,-137.23629357795969,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
368,False,"{'a': 0.1, 'e': 0.9330487113337409}",25,0,-72.81301076434957,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
369,False,"{'a': 0.1, 'e': 0.9326884948140962}",25,0,-171.82375324242912,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
370,False,"{'a': 0.1, 'e': 0.9323273456060345}",25,0,-126.7463047758089,"{0: 12, 1: 4, 2: 5, 3: 4, 4: 0}",0
371,False,"{'a': 0.1, 'e': 0.9319652640707048}",30,0,-148.14876876234752,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
372,False,"{'a': 0.1, 'e': 0.9316022505701886}",20,10,-26.38715400398721,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.1, 'e': 0.9312383054674996}",20,0,-47.27739581261417,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
374,False,"{'a': 0.1, 'e': 0.9308734291265828}",20,0,-61.44889199530497,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
375,False,"{'a': 0.1, 'e': 0.9305076219123143}",20,6,-29.371291508814792,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
376,False,"{'a': 0.1, 'e': 0.9301408841905014}",20,4,-85.50967795804766,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 1}",1
377,False,"{'a': 0.1, 'e': 0.929773216327882}",30,0,-170.5327790753986,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
378,False,"{'a': 0.1, 'e': 0.9294046186921237}",25,0,-124.55437528917153,"{0: 12, 1: 2, 2: 9, 3: 2, 4: 0}",0
379,False,"{'a': 0.1, 'e': 0.9290350916518241}",20,0,-145.35380712740846,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
380,False,"{'a': 0.1, 'e': 0.9286646355765102}",20,0,-82.70475713191578,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
381,False,"{'a': 0.1, 'e': 0.9282932508366383}",25,0,-146.8910362142757,"{0: 16, 1: 0, 2: 4, 3: 4, 4: 1}",0
382,False,"{'a': 0.1, 'e': 0.9279209378035927}",20,0,-137.3927920040134,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
383,False,"{'a': 0.1, 'e': 0.9275476968496869}",20,0,-68.46510466896177,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
384,False,"{'a': 0.1, 'e': 0.9271735283481612}",20,0,-66.28975923386926,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
385,False,"{'a': 0.1, 'e': 0.9267984326731847}",25,0,-86.28631025946522,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
386,False,"{'a': 0.1, 'e': 0.9264224101998526}",20,0,-131.57198818953862,"{0: 13, 1: 1, 2: 1, 3: 3, 4: 2}",0
387,False,"{'a': 0.1, 'e': 0.9260454613041876}",20,0,-155.34897221674902,"{0: 11, 1: 3, 2: 1, 3: 3, 4: 2}",0
388,False,"{'a': 0.1, 'e': 0.9256675863631385}",25,0,-119.00621677950353,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
389,False,"{'a': 0.1, 'e': 0.9252887857545801}",30,0,-131.7815012077505,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
390,False,"{'a': 0.1, 'e': 0.9249090598573131}",30,0,-86.9387765029091,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
391,False,"{'a': 0.1, 'e': 0.9245284090510633}",25,0,-118.1043848170132,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
392,False,"{'a': 0.1, 'e': 0.9241468337164814}",25,0,-144.62721174203452,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
393,False,"{'a': 0.1, 'e': 0.9237643342351429}",20,1,-100.54551528421783,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 1}",1
394,False,"{'a': 0.1, 'e': 0.9233809109895471}",20,7,-62.75622287363559,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
395,False,"{'a': 0.1, 'e': 0.9229965643631173}",20,0,-65.07161985143972,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
396,False,"{'a': 0.1, 'e': 0.9226112947402}",20,0,-55.420123585149454,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
397,False,"{'a': 0.1, 'e': 0.9222251025060648}",20,0,-98.8541155074998,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
398,False,"{'a': 0.1, 'e': 0.9218379880469041}",25,0,-219.79884056159804,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
399,False,"{'a': 0.1, 'e': 0.921449951749832}",20,0,-112.4428583957981,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
400,False,"{'a': 0.1, 'e': 0.9210609940028851}",30,0,-98.92561216768016,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
401,False,"{'a': 0.1, 'e': 0.9206711151950209}",25,6,-61.97906778738501,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
402,False,"{'a': 0.1, 'e': 0.9202803157161181}",35,0,-261.11531871205995,"{0: 18, 1: 2, 2: 9, 3: 3, 4: 3}",0
403,False,"{'a': 0.1, 'e': 0.9198885959569765}",30,0,-47.827325623865384,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
404,False,"{'a': 0.1, 'e': 0.9194959563093155}",35,20,-26.129924467271763,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
405,False,"{'a': 0.1, 'e': 0.9191023971657747}",25,0,-89.9378448031161,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
406,False,"{'a': 0.1, 'e': 0.9187079189199134}",25,0,-12.391172383091622,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
407,False,"{'a': 0.1, 'e': 0.9183125219662098}",25,0,-11.20354771444153,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
408,False,"{'a': 0.1, 'e': 0.9179162067000607}",30,0,-156.90287858482267,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 2}",0
409,False,"{'a': 0.1, 'e': 0.9175189735177814}",20,0,-19.583966364227937,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
410,False,"{'a': 0.1, 'e': 0.9171208228166051}",20,0,-108.69905684072117,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
411,False,"{'a': 0.1, 'e': 0.9167217549946823}",25,0,-163.7193201506275,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
412,False,"{'a': 0.1, 'e': 0.916321770451081}",25,0,-48.885596272473606,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
413,False,"{'a': 0.1, 'e': 0.9159208695857856}",20,0,-75.86469371449493,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
414,False,"{'a': 0.1, 'e': 0.9155190527996969}",25,0,-37.752209455335276,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
415,False,"{'a': 0.1, 'e': 0.9151163204946318}",25,0,-29.395714802133114,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
416,False,"{'a': 0.1, 'e': 0.9147126730733223}",30,22,2.4067206500610814,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.1, 'e': 0.914308110939416}",20,0,-83.65593912906961,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
418,False,"{'a': 0.1, 'e': 0.913902634497475}",25,0,-55.682502674607974,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
419,False,"{'a': 0.1, 'e': 0.9134962441529757}",20,2,-97.32081415673503,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
420,False,"{'a': 0.1, 'e': 0.9130889403123083}",30,0,-97.7498312196717,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
421,False,"{'a': 0.1, 'e': 0.9126807233827767}",30,0,-134.6739748193482,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
422,False,"{'a': 0.1, 'e': 0.9122715937725977}",25,0,-144.719334863185,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
423,False,"{'a': 0.1, 'e': 0.911861551890901}",25,0,-145.03767100442178,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 3}",0
424,False,"{'a': 0.1, 'e': 0.9114505981477284}",30,0,-137.25574296202453,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
425,False,"{'a': 0.1, 'e': 0.9110387329540337}",20,0,-17.215302135374692,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
426,False,"{'a': 0.1, 'e': 0.9106259567216819}",30,0,-128.39328298037617,"{0: 21, 1: 1, 2: 3, 3: 4, 4: 1}",0
427,False,"{'a': 0.1, 'e': 0.9102122698634492}",25,7,-70.60637426432882,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
428,False,"{'a': 0.1, 'e': 0.9097976727930226}",30,0,-53.121166416199486,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
429,False,"{'a': 0.1, 'e': 0.9093821659249989}",20,0,-75.34242325305432,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
430,False,"{'a': 0.1, 'e': 0.9089657496748851}",25,0,-134.11439982735104,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
431,False,"{'a': 0.1, 'e': 0.9085484244590974}",20,0,-213.61768396374316,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
432,False,"{'a': 0.1, 'e': 0.9081301906949609}",30,0,-129.6852118243729,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
433,False,"{'a': 0.1, 'e': 0.9077110488007095}",20,0,-77.90909307333517,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
434,False,"{'a': 0.1, 'e': 0.9072909991954848}",25,0,-125.54359640911379,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
435,False,"{'a': 0.1, 'e': 0.9068700422993367}",25,3,-77.88246897323806,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
436,False,"{'a': 0.1, 'e': 0.9064481785332217}",20,0,-50.59773763445287,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
437,False,"{'a': 0.1, 'e': 0.9060254083190037}",25,0,-131.11853689250003,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
438,False,"{'a': 0.1, 'e': 0.9056017320794529}",25,0,-124.93340316802077,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
439,False,"{'a': 0.1, 'e': 0.9051771502382456}",25,0,-132.11149696479646,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
440,False,"{'a': 0.1, 'e': 0.9047516632199635}",25,0,-49.82881387626078,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
441,False,"{'a': 0.1, 'e': 0.9043252714500934}",25,0,-133.7971721257161,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
442,False,"{'a': 0.1, 'e': 0.9038979753550274}",35,3,-162.12242361529886,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 3}",1
443,False,"{'a': 0.1, 'e': 0.9034697753620612}",20,0,-91.72430158171335,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
444,False,"{'a': 0.1, 'e': 0.903040671899395}",30,0,-124.5717992123189,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
445,False,"{'a': 0.1, 'e': 0.9026106653961321}",20,6,-134.03659637380815,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 3}",1
446,False,"{'a': 0.1, 'e': 0.9021797562822791}",30,0,-129.70824293420958,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
447,False,"{'a': 0.1, 'e': 0.901747944988745}",20,0,-63.80623813521767,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
448,False,"{'a': 0.1, 'e': 0.901315231947341}",25,0,-16.773942135935208,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
449,False,"{'a': 0.1, 'e': 0.9008816175907802}",30,18,-26.239036253252667,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
450,False,"{'a': 0.1, 'e': 0.9004471023526769}",20,0,-98.20346302585497,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
451,False,"{'a': 0.1, 'e': 0.9000116866675463}",35,0,-114.81342332121345,"{0: 21, 1: 5, 2: 6, 3: 3, 4: 0}",0
452,False,"{'a': 0.1, 'e': 0.899575370970804}",25,0,-166.07918413116377,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
453,False,"{'a': 0.1, 'e': 0.8991381556987657}",25,0,-71.01554733812931,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
454,False,"{'a': 0.1, 'e': 0.8987000412886466}",20,0,-107.37858930698201,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
455,False,"{'a': 0.1, 'e': 0.8982610281785611}",25,0,-182.10482675770535,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
456,False,"{'a': 0.1, 'e': 0.8978211168075223}",20,0,-178.11393815671775,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
457,False,"{'a': 0.1, 'e': 0.8973803076154415}",25,0,9.866508156381572,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
458,False,"{'a': 0.1, 'e': 0.896938601043128}",35,0,-171.21450907469296,"{0: 23, 1: 3, 2: 6, 3: 0, 4: 3}",0
459,False,"{'a': 0.1, 'e': 0.8964959975322879}",20,0,-0.9646221977608264,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
460,False,"{'a': 0.1, 'e': 0.8960524975255253}",30,0,-149.97061694618876,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
461,False,"{'a': 0.1, 'e': 0.8956081014663396}",20,9,-109.62964356189023,"{0: 4, 1: 2, 2: 3, 3: 0, 4: 2}",1
462,False,"{'a': 0.1, 'e': 0.8951628097991272}",25,0,-76.34324494516086,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
463,False,"{'a': 0.1, 'e': 0.8947166229691795}",25,0,-21.320961712912183,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
464,False,"{'a': 0.1, 'e': 0.8942695414226836}",20,0,-65.29991037909556,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
465,False,"{'a': 0.1, 'e': 0.8938215656067205}",20,1,-50.84936562503148,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
466,False,"{'a': 0.1, 'e': 0.8933726959692665}",20,3,-8.039924383711327,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.8929229329591909}",20,0,-83.8663654097462,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
468,False,"{'a': 0.1, 'e': 0.8924722770262568}",25,0,-144.57792292923492,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
469,False,"{'a': 0.1, 'e': 0.89202072862112}",20,0,-123.4824071047222,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
470,False,"{'a': 0.1, 'e': 0.8915682881953289}",25,0,-124.20724113126555,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
471,False,"{'a': 0.1, 'e': 0.891114956201324}",30,0,-169.94516081162445,"{0: 15, 1: 4, 2: 9, 3: 0, 4: 2}",0
472,False,"{'a': 0.1, 'e': 0.890660733092437}",20,0,-107.27990107020499,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
473,False,"{'a': 0.1, 'e': 0.8902056193228912}",20,13,7.956897510616846,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.1, 'e': 0.8897496153478003}",20,0,-87.8315078023571,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
475,False,"{'a': 0.1, 'e': 0.8892927216231682}",30,0,-97.52958509592094,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
476,False,"{'a': 0.1, 'e': 0.8888349386058886}",20,0,-91.83480598349563,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
477,False,"{'a': 0.1, 'e': 0.8883762667537444}",25,4,-93.53118829497498,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 1}",1
478,False,"{'a': 0.1, 'e': 0.8879167065254074}",25,0,-129.81544994888012,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
479,False,"{'a': 0.1, 'e': 0.8874562583804381}",20,12,-12.739641037992806,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.8869949227792842}",25,0,-179.0915282755908,"{0: 10, 1: 6, 2: 6, 3: 1, 4: 2}",0
481,False,"{'a': 0.1, 'e': 0.8865327001832815}",20,0,-116.99802358320501,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
482,False,"{'a': 0.1, 'e': 0.8860695910546524}",30,0,-16.250543405586637,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
483,False,"{'a': 0.1, 'e': 0.8856055958565062}",25,11,-93.37666993309612,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
484,False,"{'a': 0.1, 'e': 0.8851407150528379}",20,0,-156.58722131931603,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
485,False,"{'a': 0.1, 'e': 0.8846749491085283}",20,0,-170.66053376632587,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
486,False,"{'a': 0.1, 'e': 0.8842082984893433}",25,0,-153.2312735692944,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
487,False,"{'a': 0.1, 'e': 0.8837407636619335}",20,0,-135.99815567090266,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
488,False,"{'a': 0.1, 'e': 0.8832723450938338}",30,0,-66.54073615667255,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
489,False,"{'a': 0.1, 'e': 0.8828030432534625}",20,8,-155.09200490705805,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 3}",1
490,False,"{'a': 0.1, 'e': 0.8823328586101216}",35,0,-188.45825436400386,"{0: 21, 1: 3, 2: 8, 3: 0, 4: 3}",0
491,False,"{'a': 0.1, 'e': 0.8818617916339955}",25,0,-97.68698398231945,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
492,False,"{'a': 0.1, 'e': 0.8813898427961513}",20,0,-175.088416233794,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
493,False,"{'a': 0.1, 'e': 0.8809170125685377}",25,0,-76.36780708005013,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
494,False,"{'a': 0.1, 'e': 0.880443301423985}",25,0,-166.51576791872884,"{0: 14, 1: 1, 2: 4, 3: 5, 4: 1}",0
495,False,"{'a': 0.1, 'e': 0.8799687098362042}",20,0,-81.53002471649432,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
496,False,"{'a': 0.1, 'e': 0.879493238279787}",20,0,-39.23999432957016,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
497,False,"{'a': 0.1, 'e': 0.8790168872302047}",20,0,-157.66769466631712,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
498,False,"{'a': 0.1, 'e': 0.8785396571638084}",20,0,-156.78022041912962,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
499,False,"{'a': 0.1, 'e': 0.8780615485578283}",20,0,-103.39985991442119,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
500,False,"{'a': 0.1, 'e': 0.8775825618903728}",20,0,-99.54943664181567,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
501,False,"{'a': 0.1, 'e': 0.8771026976404284}",30,0,-203.40278065030452,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
502,False,"{'a': 0.1, 'e': 0.8766219562878595}",20,0,-229.52293096661214,"{0: 9, 1: 3, 2: 2, 3: 2, 4: 4}",0
503,False,"{'a': 0.1, 'e': 0.8761403383134074}",30,0,-170.1339309722545,"{0: 17, 1: 2, 2: 6, 3: 4, 4: 1}",0
504,False,"{'a': 0.1, 'e': 0.87565784419869}",20,14,8.122524793506289,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.1, 'e': 0.8751744744262013}",20,0,-72.44045508812893,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
506,False,"{'a': 0.1, 'e': 0.8746902294793112}",30,0,-192.85359102421575,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 4}",0
507,False,"{'a': 0.1, 'e': 0.8742051098422645}",20,10,-13.686223633004827,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
508,False,"{'a': 0.1, 'e': 0.8737191160001807}",20,0,-37.982467628972714,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
509,False,"{'a': 0.1, 'e': 0.8732322484390538}",20,0,-89.4931058793207,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
510,False,"{'a': 0.1, 'e': 0.8727445076457513}",20,3,-43.85156086494067,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 0}",1
511,False,"{'a': 0.1, 'e': 0.8722558941080137}",25,2,-170.74005196260435,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 3}",1
512,False,"{'a': 0.1, 'e': 0.8717664083144548}",20,0,-164.50027616636294,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
513,False,"{'a': 0.1, 'e': 0.8712760507545603}",30,0,-86.75675418638649,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
514,False,"{'a': 0.1, 'e': 0.8707848219186876}",25,0,-96.84225072650293,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
515,False,"{'a': 0.1, 'e': 0.8702927222980654}",35,0,-265.3761990203654,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 5}",0
516,False,"{'a': 0.1, 'e': 0.8697997523847936}",30,0,-81.04666912014734,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
517,False,"{'a': 0.1, 'e': 0.8693059126718419}",25,0,-145.7819626745397,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
518,False,"{'a': 0.1, 'e': 0.8688112036530499}",20,0,-101.7964115581332,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
519,False,"{'a': 0.1, 'e': 0.8683156258231266}",20,0,-123.38024077301264,"{0: 12, 1: 4, 2: 0, 3: 2, 4: 2}",0
520,False,"{'a': 0.1, 'e': 0.8678191796776499}",20,0,-106.24481109611229,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
521,False,"{'a': 0.1, 'e': 0.8673218657130658}",30,0,-87.72465783204915,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
522,False,"{'a': 0.1, 'e': 0.8668236844266883}",25,0,-94.89508579481372,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
523,False,"{'a': 0.1, 'e': 0.8663246363166986}",20,0,-88.91245354484768,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
524,False,"{'a': 0.1, 'e': 0.8658247218821449}",25,15,2.066706438236115,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.1, 'e': 0.8653239416229412}",30,0,-37.768473827093686,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",1
526,False,"{'a': 0.1, 'e': 0.8648222960398682}",20,0,-39.60157784333434,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
527,False,"{'a': 0.1, 'e': 0.8643197856345712}",20,0,-155.16884282864012,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
528,False,"{'a': 0.1, 'e': 0.8638164109095605}",25,0,-70.32426338658283,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
529,False,"{'a': 0.1, 'e': 0.863312172368211}",20,0,-66.8213576361958,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
530,False,"{'a': 0.1, 'e': 0.862807070514761}",30,0,-150.6866113821964,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
531,False,"{'a': 0.1, 'e': 0.8623011058543124}",20,0,-65.44990793165987,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
532,False,"{'a': 0.1, 'e': 0.8617942788928298}",25,0,-114.92859979742673,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
533,False,"{'a': 0.1, 'e': 0.8612865901371402}",20,0,-101.77614043322976,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
534,False,"{'a': 0.1, 'e': 0.8607780400949321}",30,0,-145.41173822491803,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
535,False,"{'a': 0.1, 'e': 0.8602686292747557}",20,0,-55.009888348830145,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
536,False,"{'a': 0.1, 'e': 0.8597583581860216}",25,0,-32.33549121885045,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
537,False,"{'a': 0.1, 'e': 0.8592472273390012}",25,0,-111.33271332896332,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
538,False,"{'a': 0.1, 'e': 0.8587352372448249}",30,0,-158.99738955466478,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
539,False,"{'a': 0.1, 'e': 0.8582223884154829}",20,0,-137.93206906481018,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
540,False,"{'a': 0.1, 'e': 0.8577086813638242}",20,0,-31.52452094923332,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
541,False,"{'a': 0.1, 'e': 0.8571941166035554}",25,8,1.8133655838607565,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
542,False,"{'a': 0.1, 'e': 0.8566786946492415}",20,0,-86.67219221690677,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
543,False,"{'a': 0.1, 'e': 0.8561624160163044}",20,0,-35.19946147893775,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
544,False,"{'a': 0.1, 'e': 0.8556452812210225}",25,5,-33.87377794756818,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
545,False,"{'a': 0.1, 'e': 0.8551272907805307}",20,3,-48.794448070529604,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
546,False,"{'a': 0.1, 'e': 0.8546084452128195}",25,0,-88.57536046090317,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
547,False,"{'a': 0.1, 'e': 0.8540887450367343}",20,16,7.68628505569337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.8535681907719751}",25,16,0.6407486983598105,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1, 'e': 0.8530467829390963}",30,15,11.368915525279991,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
